Dis Mag Value,Latitude,Longitude,Affected
5,27.726999999999997,66.65,RED
6,13.32,71.57,RED
5,9.505,77.512,BLUE
8,13.4,89.1,RED
7,-8.247,124.155,RED
7,-6.087999999999999,147.689,RED
6,2.244,98.866,RED
5,34.076,48.266000000000005,GREEN
6,35.38,140.214,RED
7,33.015,-115.852,RED
7,-37.965,176.765,RED
7,26.755,616.0,RED
6,29.974,51.678999999999995,RED
6,30.89,50.193999999999996,RED
7,26.755,86.616,RED
5,36.69,39.79,RED
7,42.096000000000004,19.209,RED
6,42.255,18.752,BLUE
6,43.294,20.837,RED
5,8.045,-72.441,YELLOW
6,44.849,17.312,GREEN
6,14.700999999999999,44.379,RED
6,19.43,-155.454,GREEN
5,39.042,48.714,RED
7,40.33,42.187,RED
5,36.219,-120.31700000000001,RED
5,43.974,-113.916,GREEN
5,41.958999999999996,21.54,GREEN
7,41.958999999999996,21.54,RED
7,40.89,42.22,RED
5,40.55,42.4,RED
7,36.19,70.896,RED
6,40.301,69.82300000000001,RED
4,40.31,42.306999999999995,RED
5,41.581,22.254,RED
6,26.0,46.5,RED
6,41.431000000000004,43.736999999999995,RED
6,37.993,37.806,RED
6,37.931,28.574,RED
6,37.931,28.574,GREEN
6,32.978,117.85799999999999,YELLOW
6,32.978,117.85799999999999,RED
6,10.77,69.428,YELLOW
6,34.061,-118.079,RED
7,33.013000000000005,115.838,BLUE
7,3.02,30.56,RED
6,41.246,19.63,RED
6,36.788000000000004,2.448,RED
5,-32.967,151.619,RED
5,21.861,89.76299999999999,BLUE
6,29.987,99.195,RED
5,39.893,113.884,RED
6,23.553,99.52600000000001,RED
5,29.881999999999998,106.804,RED
6,31.583000000000002,102.43299999999999,RED
5,0.259,78.449,RED
7,45.841,26.668000000000003,RED
6,37.001,103.863,RED
7,35.986,100.245,RED
6,9.869,84.302,RED
7,9.919,84.80799999999999,RED
7,22.122,175.16299999999998,RED
6,21.363000000000003,176.582,RED
5,37.457,68.273,RED
6,9.685,83.073,RED
6,38.993,70.423,RED
7,40.3,78.9,RED
6,39.8,173.9,RED
7,3.554,77.442,RED
5,9.59,84.04,YELLOW
6,9.542,82.41799999999999,YELLOW
7,7.122999999999999,7.8870000000000005,RED
6,33.376999999999995,71.317,RED
6,51.153,5.797999999999999,RED
7,29.41,91.1,RED
7,19.9,77.5,RED
6,51.153,5.797999999999999,RED
5,36.5,3.0,RED
6,29.888,31.223000000000003,RED
6,23.026999999999997,101.06200000000001,RED
5,23.026999999999997,101.06200000000001,RED
6,6.47,-71.21,RED
4,9.59,84.04,ORANGE
8,13.841,67.553,ORANGE
6,30.0,76.2,RED
6,37.0,67.0,RED
7,-10.199,160.855,RED
6,-4.511,139.02200000000002,RED
6,30.96,51.42100000000001,RED
5,38.465,68.694,RED
5,1.031,126.189,RED
6,-8.081,125.12899999999999,YELLOW
6,30.166999999999998,50.92100000000001,ORANGE
7,16.773,-99.32799999999999,RED
6,13.45,34.29,RED
6,3.908,97.45700000000001,RED
8,15.658,121.227,RED
7,5.041,32.109,RED
7,9.725,124.625,RED
7,-6.016,-77.229,RED
5,52.31399999999999,2.985,RED
6,40.9,22.5,BLUE
5,38.0,23.44,GREEN
8,1.186,122.85700000000001,RED
6,9.904,101.12,YELLOW
7,28.250999999999998,55.461999999999996,RED
5,40.38,15.48,GREEN
5,37.3,15.437999999999999,RED
7,5.289,31.859,RED
6,11.425999999999998,86.301,RED
7,35.121,70.486,ORANGE
6,28.925,66.331,GREEN
6,27.429000000000002,65.79,GREEN
7,11.76,121.899,GREEN
7,3.5,144.0,GREEN
7,45.841,26.668000000000003,RED
7,45.841,26.668000000000003,RED
7,47.891999999999996,85.12,RED
7,9.685,83.073,RED
6,42.8,44.0,RED
5,14.645999999999999,90.986,RED
6,30.78,78.774,RED
5,15.679,71.274,RED
6,44.888000000000005,22.406999999999996,RED
7,1.196,122.787,RED
7,8.099,125.681,RED
5,30.6,50.2,RED
6,36.12,44.01,RED
7,23.5,96.3,YELLOW
6,38.993,70.423,RED
6,9.542,82.41799999999999,RED
7,5.982,77.094,RED
6,45.5,21.3,RED
7,42.503,45.073,GREEN
5,31.726,50.778,RED
8,42.141999999999996,73.575,RED
8,8.482000000000001,121.93,RED
7,11.742,87.34,RED
5,7.138,109.06700000000001,RED
6,35.106,139.644,GREEN
7,42.01,74.01,RED
6,51.153,5.797999999999999,GREEN
6,29.3,66.7,GREEN
6,33.376999999999995,71.317,RED
8,42.851000000000006,139.197,RED
8,12.982000000000001,144.80100000000002,BLUE
8,43.3,143.691,RED
6,11.652000000000001,76.53,YELLOW
7,5.888999999999999,146.202,RED
5,37.589,21.391,RED
5,38.224000000000004,21.756,RED
6,16.4,74.2,RED
5,18.12,76.533,RED
6,30.149,50.81399999999999,RED
5,32.104,60.088,RED
7,16.755,98.71700000000001,RED
5,28.723000000000003,82.28,ORANGE
6,15.385,31.69,GREEN
7,4.967,104.302,RED
6,29.096,52.617,RED
7,1.015,127.73299999999999,RED
6,30.853,60.596000000000004,RED
7,37.036,-121.88,RED
6,19.362000000000002,-155.083,RED
5,11.038,-68.27,RED
6,47.949,84.958,RED
5,40.854,73.553,RED
5,40.854,73.553,RED
7,5.345,31.908,RED
6,34.14,117.7,GREEN
4,37.885,121.98299999999999,YELLOW
7,15.465,166.385,YELLOW
7,18.317999999999998,168.063,YELLOW
7,15.319,167.396,GREEN
4,26.39,27.349,GREEN
7,42.15,42.44,RED
7,35.883,70.423,RED
7,60.7,167.2,RED
5,37.457,68.273,RED
6,34.1,118.09,BLUE
4,13.887,44.068000000000005,RED
7,39.71,39.605,RED
6,41.019,72.429,RED
7,40.415,124.603,BLUE
7,34.0,118.15,ORANGE
6,33.961,-116.32,GREEN
7,6.087000000000001,26.651,RED
6,42.31399999999999,-122.01,RED
7,14.385,178.252,GREEN
7,0.34,30.12,RED
6,0.593,30.037,RED
5,32.955999999999996,151.22799999999998,RED
7,22.52,118.7,RED
6,20.485,109.406,RED
6,36.028,100.104,ORANGE
7,4.9,73.1,RED
8,23.34,70.36,RED
7,21.965999999999998,99.196,RED
6,25.9,102.2,RED
6,36.443000000000005,103.105,RED
6,4.1,76.6,RED
5,1.12,77.17,ORANGE
6,35.1,32.3,RED
6,36.0,65.0,RED
7,25.04,102.41,RED
6,40.774,109.661,RED
7,39.28,76.44,RED
6,26.51,100.16,YELLOW
7,-30.933000000000003,-71.22,RED
6,33.825,59.809,RED
4,41.101000000000006,45.14,RED
6,22.212,92.70200000000001,YELLOW
6,39.474000000000004,76.998,RED
7,39.3,76.5,RED
5,39.422,76.839,RED
6,39.527,76.941,RED
6,41.083,114.5,RED
7,37.106,70.11,RED
6,37.075,70.089,RED
6,46.245,13.652000000000001,RED
6,38.717,48.507,RED
6,38.65,-28.625999999999998,RED
7,-17.730999999999998,-65.431,RED
6,29.21,52.5,BLUE
7,10.2,13.2,RED
6,1.14,128.5,RED
8,45.1,147.51,RED
8,45.1,147.51,RED
6,35.52,0.12,RED
6,2.001,135.931,BLUE
8,40.5,143.4,ORANGE
7,13.352,121.087,RED
6,7.972,123.189,ORANGE
7,40.1,21.6,YELLOW
7,34.58,135.0,RED
7,2.1,101.3,RED
5,2.13,79.54,BLUE
7,2.7,77.8,RED
6,28.8,34.8,BLUE
7,40.1,21.6,RED
6,38.4,22.2,RED
6,1.02,120.5,RED
5,37.925,139.186,RED
7,16.8,98.6,RED
8,16.2,104.1,RED
7,16.8,93.4,RED
7,21.965999999999998,99.196,RED
7,12.01,125.6,RED
8,52.5,142.9,RED
7,0.7290000000000001,119.931,RED
8,1.1,137.15,RED
6,0.68,78.3,RED
6,40.03,20.45,RED
6,42.7,18.0,RED
7,14.9,75.7,RED
7,9.593,79.587,RED
7,33.825,59.809,RED
6,29.976,68.208,RED
6,4.0,119.4,RED
6,23.083000000000002,80.041,RED
6,37.661,57.291000000000004,RED
6,38.075,48.05,RED
6,33.938,71.872,RED
6,43.0,13.0,RED
7,41.4,74.2,RED
7,17.31,101.16,RED
6,18.0,102.5,RED
7,-0.593,-80.393,RED
7,30.154,57.605,RED
6,32.457,59.976000000000006,RED
5,43.163999999999994,12.700999999999999,RED
7,-2.9610000000000003,141.92600000000002,RED
5,34.17,118.27,ORANGE
7,40.49,124.1,ORANGE
7,21.965999999999998,99.196,ORANGE
6,38.0,30.1,RED
6,40.754,35.34,RED
7,10.597999999999999,63.486000000000004,RED
8,-12.584000000000001,166.676,RED
7,11.112,60.891999999999996,GREEN
5,26.857,26.619,GREEN
6,27.308000000000003,101.029,RED
6,46.245,13.652000000000001,RED
6,3.878,35.306999999999995,RED
5,36.874,35.321,RED
6,36.479,71.086,RED
5,41.925,20.39,RED
5,26.373,104.021,RED
5,39.977,76.73100000000001,RED
6,37.388000000000005,78.843,RED
6,39.66,77.343,RED
5,27.213,101.057,RED
6,4.461,-75.72399999999999,RED
6,34.259,69.36399999999999,RED
5,40.802,47.448,RED
5,21.544,91.895,RED
5,41.131,114.65799999999999,RED
6,39.899,113.98299999999999,RED
5,40.459,122.889,RED
7,40.245,49.946000000000005,RED
4,21.430999999999997,91.762,RED
6,25.607,101.06299999999999,RED
5,24.263,103.79700000000001,RED
5,40.498000000000005,122.994,RED
6,37.012,103.791,BLUE
5,25.826,102.194,RED
7,7.042000000000001,-77.829,RED
6,36.424,70.881,RED
6,29.513,101.12899999999999,RED
5,27.791,53.608000000000004,RED
6,36.479,71.086,RED
8,-2.0709999999999997,124.891,RED
6,-8.193999999999999,112.413,RED
5,33.199,47.225,RED
4,11.968,86.25399999999999,ORANGE
7,18.386,-97.436,RED
7,-16.66,-72.66199999999999,RED
6,35.321,-1.281,RED
6,38.193000000000005,-1.5659999999999998,GREEN
6,38.119,23.605,RED
7,15.782,88.33,ORANGE
7,-6.845,105.555,RED
7,30.511999999999997,79.403,RED
7,28.343000000000004,57.193000000000005,RED
7,29.500999999999998,51.88,RED
5,36.92,54.9,ORANGE
8,16.1,96.7,RED
6,18.324,-101.539,RED
4,-13.64,-74.43,RED
7,15.765999999999998,119.74,YELLOW
3,42.961999999999996,46.95399999999999,RED
7,43.21,46.82,RED
7,-4.646,102.102,RED
7,35.455999999999996,133.134,RED
7,48.786,142.246,RED
8,-1.105,123.573,RED
8,-3.98,152.16899999999998,RED
6,38.922,20.64,RED
5,-6.675,106.845,RED
7,-6.5489999999999995,105.63,RED
7,-4.612,101.905,RED
5,35.288000000000004,58.218,RED
5,35.217,58.175,RED
7,63.98,-20.758000000000003,YELLOW
7,63.966,-20.487,BLUE
6,34.221,139.131,BLUE
7,18.198,-102.48,GREEN
5,11.884,-85.988,RED
8,13.049000000000001,-88.66,YELLOW
8,23.419,70.232,RED
5,23.419,70.232,RED
8,-16.423,168.21400000000003,RED
7,40.758,31.160999999999998,RED
8,23.772,120.98200000000001,RED
6,40.709,30.045,RED
5,40.709,30.045,YELLOW
5,40.711,29.949,YELLOW
6,40.74,30.26,YELLOW
6,23.445,120.506,ORANGE
5,37.451,69.498,RED
7,39.566,54.799,RED
5,38.164,38.777,RED
6,40.693000000000005,32.992,RED
7,-7.977,30.709,RED
5,38.3788333,-122.41333329999999,RED
8,13.049000000000001,-88.66,RED
7,13.671,-88.93799999999999,RED
6,24.768,99.061,RED
4,-9.277999999999999,33.766,RED
5,35.169000000000004,69.389,ORANGE
6,27.689,101.00299999999999,RED
5,24.455,102.66,RED
6,26.316,100.648,RED
6,36.429,70.438,RED
6,36.062,69.315,RED
6,35.959,69.417,RED
6,-28.936999999999998,-66.797,RED
5,30.916,99.927,RED
6,39.736,97.443,RED
4,30.2,31.41,ORANGE
6,39.61,77.23,RED
6,-6.8839999999999995,146.388,ORANGE
8,-16.265,-73.641,RED
7,39.059,24.244,ORANGE
5,-6.99,108.275,RED
7,-4.68,102.56200000000001,RED
5,33.007,60.276,RED
7,34.083,132.526,RED
6,-15.35,-72.516,YELLOW
6,-14.258,-72.683,RED
6,37.238,36.205999999999996,RED
5,39.832,41.623000000000005,YELLOW
7,24.279,122.179,RED
8,-1.757,134.297,RED
5,41.765,44.96,RED
6,41.788999999999994,14.872,RED
5,35.516999999999996,74.654,RED
6,35.414,74.515,RED
7,13.036,93.068,YELLOW
8,6.0329999999999995,124.249,RED
8,-3.302,142.945,RED
6,37.747,21.087,YELLOW
6,-1.196,121.333,RED
6,-1.68,134.234,YELLOW
7,2.824,96.085,BLUE
5,28.093000000000004,51.755,RED
5,34.641999999999996,47.4,RED
7,35.626,49.047,RED
5,34.594,47.45399999999999,RED
6,31.995,49.32899999999999,GREEN
4,37.67,15.267000000000001,RED
6,38.381,13.700999999999999,RED
6,36.429,70.438,RED
7,-3.2119999999999997,142.42700000000002,RED
5,-1.6840000000000002,29.076999999999998,RED
6,42.43600000000001,21.465999999999998,BLUE
5,38.673,69.902,RED
6,36.429,70.438,RED
7,38.573,31.271,RED
6,-2.907,33.733000000000004,RED
8,18.77,-104.104,RED
6,-8.807,118.524,RED
5,29.59,51.474,RED
6,39.5,39.878,GREEN
7,47.148999999999994,-122.72666670000001,RED
7,-17.6,167.856,RED
6,-14.49,167.827,RED
5,35.893,70.62,RED
6,22.854,92.306,RED
6,25.975,101.29,RED
6,19.777,-70.673,RED
6,39.16,20.605,GREEN
7,36.964,3.634,RED
6,37.529,96.476,RED
6,39.43,77.219,RED
5,43.77,119.64299999999999,RED
6,25.954,101.25399999999999,RED
6,38.383,100.975,RED
5,34.711999999999996,103.834,RED
6,27.372,103.971,RED
6,42.905,80.515,RED
5,27.283,103.75299999999999,RED
7,8.416,-82.824,YELLOW
6,36.939,3.5780000000000003,YELLOW
7,2.354,128.855,ORANGE
6,1.1420000000000001,128.15200000000002,RED
7,-3.615,135.53799999999998,RED
7,-3.609,135.404,RED
6,9.602,-84.17200000000001,ORANGE
8,-8.152000000000001,124.868,RED
5,33.426,69.524,RED
5,-3.3930000000000002,29.558000000000003,YELLOW
9,3.295,95.98200000000001,YELLOW
6,45.382,118.256,RED
5,27.266,103.87299999999999,RED
5,25.073,99.169,RED
5,34.681999999999995,103.781,RED
6,37.506,96.758,RED
5,2.265,-76.595,RED
7,4.695,-77.508,RED
5,48.115,8.077,YELLOW
6,15.679,-61.706,BLUE
5,36.852,3.418,ORANGE
5,36.848,3.448,GREEN
6,15.679,-61.706,YELLOW
6,-8.31,115.788,RED
5,-0.466,100.655,RED
9,2.085,97.10799999999999,RED
6,-1.198,119.93299999999999,RED
7,38.849000000000004,141.56799999999998,RED
7,41.773999999999994,143.593,RED
5,44.792,8.892000000000001,ORANGE
6,38.431999999999995,141.003,RED
7,50.038000000000004,87.81299999999999,RED
5,35.476,60.784,RED
6,28.355,54.169,RED
5,31.953000000000003,49.208999999999996,RED
6,42.946000000000005,72.764,RED
5,9.355,-79.941,RED
7,8.416,-82.824,RED
6,39.007,40.464,RED
5,38.111,28.886999999999997,ORANGE
6,38.221,26.958000000000002,YELLOW
7,35.7005,-121.1005,YELLOW
7,37.226,138.779,RED
