Disaster Subtype_Ground movement,Continent_Africa,Continent_Americas,Continent_Asia,Continent_Europe,Continent_Oceania,Dis Mag Value,Latitude,Longitude,Dead
1,0,0,0,1,0,5,38.8,-28.4,YELLOW
1,0,0,1,0,0,8,-2.608,-125.952,ORANGE
1,0,1,0,0,0,7,-32.522,-71.233,RED
1,1,0,0,0,0,6,35.7,4.4,GREEN
1,0,0,0,1,0,6,39.4,24,YELLOW
1,0,1,0,0,0,8,-25.494,-70.55,GREEN
1,0,0,0,1,0,6,39.2,22,GREEN
1,0,0,0,1,0,6,37.5,22.1,GREEN
1,0,0,1,0,0,6,-3.7,119.3,ORANGE
1,0,0,0,1,0,7,41.386,20.532,BLUE
1,0,1,0,0,0,7,2.849,-74.798,ORANGE
1,0,0,0,1,0,5,43.2,-0.5,GREEN
1,0,0,0,1,0,6,39.5,21.2,GREEN
1,0,0,1,0,0,6,-8.965,113.017,ORANGE
1,0,0,1,0,0,7,17.412,73.885,RED
1,0,0,0,1,0,7,39.368,24.957,BLUE
1,0,0,0,0,1,7,-31.566,117.071,BLUE
0,0,0,1,0,0,8,0.157,119.802,RED
1,0,0,1,0,0,6,22.317,111.8,RED
1,1,0,0,0,0,6,11.9,41.21,BLUE
0,0,0,1,0,0,7,-3.201,118.904,ORANGE
1,0,0,1,0,0,7,24.185,102.543,RED
1,0,1,0,0,0,7,6.375,-77.438,RED
1,0,1,0,0,0,7,-4.026,-80.542,BLUE
1,0,0,1,0,0,5,21.7,73,BLUE
1,0,1,0,0,0,8,-32.601,-71.076,ORANGE
1,0,1,0,0,0,7,10.679,-84.759,BLUE
1,0,0,1,0,0,7,40.641,122.58,RED
1,0,0,1,0,0,7,32.455,78.43,YELLOW
1,0,0,1,0,0,6,36.61,67.79,YELLOW
1,0,0,1,0,0,6,30.37,104.06,YELLOW
1,0,1,0,0,0,6,30.37,104.06,GREEN
1,0,1,0,0,0,7,0.782,79.804,GREEN
1,0,1,0,0,0,7,0.14,78.3,GREEN
1,0,0,1,0,0,7,-4.603,140.091,RED
1,0,0,1,0,0,7,-8.17,114.888,RED
1,0,0,1,0,0,7,-4.517,139.918,RED
1,0,0,1,0,0,8,-11.164,118.378,RED
1,0,1,0,0,0,7,-31.028,-67.767,ORANGE
1,0,0,0,1,0,6,45.77,26.76,BLUE
1,0,0,1,0,0,6,45.77,26.76,GREEN
1,0,0,0,1,0,6,40.739,23.229,YELLOW
0,0,0,1,0,0,8,40.5,142.5,BLUE
1,0,0,0,1,0,6,40.8,72.3,RED
1,0,0,1,0,0,6,39.09,42.3,RED
0,0,0,1,0,0,7,37.4,142.6,YELLOW
1,0,0,0,1,0,7,38.67,16.07,RED
1,0,1,0,0,0,8,37.67,-122.48,RED
1,0,0,1,0,0,7,23.6,170.5,RED
1,0,1,0,0,0,7,18.2,-76.8,RED
1,0,0,0,1,0,7,18.2,-76.8,RED
1,0,0,1,0,0,8,33.55,48.48,RED
1,1,0,0,0,0,8,35.34,-5.22,ORANGE
1,0,0,1,0,0,8,40.41,27.15,RED
1,0,1,0,0,0,6,-14.2,-72.9,RED
1,0,0,0,1,0,7,43.5,25.5,RED
1,0,0,1,0,0,7,39.2,139.8,ORANGE
1,0,1,0,0,0,6,32.47,-115.33,GREEN
1,0,0,1,0,0,8,8.29,124.4,ORANGE
1,0,1,0,0,0,8,18.06,-67.54,RED
1,0,0,0,1,0,6,44.3,10.3,RED
1,0,0,1,0,0,6,35.2,59.2,RED
1,0,1,0,0,0,6,34.25,119.41,BLUE
1,0,0,1,0,0,6,31.922,35.633,RED
1,0,0,1,0,0,7,35.632,135.013,RED
1,0,0,0,1,0,7,35.632,135.013,RED
1,0,0,1,0,0,7,38.25,27.1,YELLOW
1,0,0,0,0,1,8,-41.55,172.25,BLUE
1,0,0,1,0,0,7,37.8,57.8,RED
1,0,0,1,0,0,8,17.86,96.43,RED
1,0,0,1,0,0,7,38.087,44.781,RED
1,0,0,0,1,0,6,40.922,15.377,RED
1,0,0,1,0,0,7,35.05,139.129,RED
1,0,0,1,0,0,7,18.233,96.298,YELLOW
1,0,1,0,0,0,6,13.2,-85.7,RED
1,0,0,0,0,1,7,-39.659,176.42,RED
0,0,0,0,0,1,8,11.117,161.11,YELLOW
1,0,1,0,0,0,6,33.62,117.97,RED
0,0,0,1,0,0,8,39.224,144.622,RED
1,0,0,0,1,0,8,39.224,144.622,RED
1,0,0,1,0,0,6,24.3,124.3,RED
1,0,0,1,0,0,7,24.6,120.8,RED
1,0,0,1,0,0,7,39.508,33.872,RED
1,0,0,1,0,0,6,39.7,10.4,BLUE
1,0,0,1,0,0,6,39.209,27.164,ORANGE
1,0,1,0,0,0,8,-10.5,-77,RED
1,0,0,0,1,0,7,45.8,26.8,RED
1,0,0,1,0,0,7,38.4,35.5,YELLOW
1,0,1,0,0,0,7,32.733,-115.5,GREEN
1,0,0,1,0,0,7,22.408,99.814,BLUE
1,0,0,1,0,0,7,40.87,36.732,RED
1,0,0,1,0,0,7,35.448,133.993,RED
1,0,1,0,0,0,5,-14.2,-71.5,RED
1,0,0,1,0,0,8,40.916,33.562,RED
0,0,0,1,0,0,8,33.682,36.204,RED
1,0,0,1,0,0,8,40.696,32.992,RED
1,0,0,1,0,0,7,39.502,26.596,BLUE
1,0,0,1,0,0,7,34.612,137.064,RED
1,0,0,1,0,0,8,24.927,63.601,RED
1,0,0,0,1,0,8,24.927,63.601,RED
1,0,0,0,1,0,8,24.927,63.601,RED
1,0,0,1,0,0,8,33.116,135.895,RED
0,0,1,0,0,0,9,53.492,-162.832,RED
1,0,1,0,0,0,7,-8.41,-77.535,RED
1,0,0,0,1,0,7,39.826,54.648,RED
1,0,0,1,0,0,6,39.3,41.2,RED
1,0,0,1,0,0,7,33.621,58.643,RED
1,0,1,0,0,0,8,-10.973,-74.725,RED
1,0,0,1,0,0,8,-10.973,-74.725,RED
1,0,0,1,0,0,7,36.5,136,RED
1,0,0,1,0,0,8,10.5,122,ORANGE
1,0,0,0,1,0,7,39.2,70.8,RED
1,0,0,1,0,0,7,39,40.5,RED
1,0,1,0,0,0,7,47.167,-122.617,GREEN
1,0,1,0,0,0,6,-13.5,-72,ORANGE
1,0,1,0,0,0,6,13,-87.5,RED
1,0,1,0,0,0,7,13.3,-87.8,RED
1,0,0,1,0,0,7,40.8,33.4,ORANGE
1,0,0,1,0,0,8,42.084,143.899,YELLOW
0,0,0,0,1,0,8,52.623,159.779,YELLOW
1,0,0,1,0,0,5,36.5,35.5,BLUE
1,0,0,1,0,0,6,39.9,41.7,RED
1,0,1,0,0,0,8,34.958,-118.998,BLUE
1,0,1,0,0,0,6,35.333,-118.917,GREEN
0,0,1,0,0,0,6,35.333,-118.917,GREEN
1,0,0,1,0,0,7,35.385,54.979,RED
1,0,1,0,0,0,7,-3.552,-80.636,GREEN
1,0,0,1,0,0,7,40.175,27.648,RED
1,0,0,1,0,0,7,13,123.9,BLUE
1,0,0,1,0,0,6,7.674,124.081,RED
1,0,0,1,0,0,6,27.407,54.462,RED
1,0,0,1,0,0,6,35.5,35.5,RED
1,0,1,0,0,0,8,16.5,-99.1,RED
1,0,0,1,0,0,8,33.4,52.5,YELLOW
1,0,0,1,0,0,7,36100,52700,RED
1,0,0,1,0,0,7,34.3,47.8,RED
1,0,0,1,0,0,8,45.5,99.5,RED
1,1,0,0,0,0,6,36.2,8.9,BLUE
1,0,0,1,0,0,7,40.7,30.9,ORANGE
1,0,0,1,0,0,7,34.4,47.9,RED
1,0,1,0,0,0,7,-16.5,-72,BLUE
1,0,1,0,0,0,7,44.712,-111.215,BLUE
1,0,1,0,0,0,6,18.22,-94.416,BLUE
0,0,0,1,0,0,6,18.22,-94.416,RED
1,0,1,0,0,0,8,-15.75,-72.75,ORANGE
0,0,1,0,0,0,10,-15.75,-72.75,ORANGE
1,0,0,1,0,0,6,28,54.5,RED
0,0,0,1,0,0,6,28,54.5,YELLOW
1,0,0,0,1,0,6,41.4,15.5,BLUE
1,1,0,0,0,0,5,32.6,21,RED
0,0,0,1,0,0,7,38.67,139.195,BLUE
0,0,1,0,0,0,9,60.908,-147.339,RED
1,0,1,0,0,0,7,18.136,-100.605,YELLOW
1,0,0,1,0,0,7,40.203,28.206,BLUE
1,0,0,1,0,0,7,23.2,120.6,RED
1,1,0,0,0,0,7,2.31,32.56,GREEN
1,0,1,0,0,0,6,13.5,-89.3,RED
1,0,1,0,0,0,7,47.4,-122.3,GREEN
1,0,1,0,0,0,8,-10.665,-78.228,RED
1,0,0,1,0,0,6,29.706,80.935,ORANGE
1,0,0,0,1,0,6,41.2,69.1,GREEN
1,0,0,1,0,0,6,38.5,41.3,BLUE
1,0,0,1,0,0,7,39.235,41.572,RED
1,1,0,0,0,0,1,0.622,29.863,RED
1,0,0,1,0,0,7,40.751,30.8,RED
1,0,0,1,0,0,7,40.5,140.43,YELLOW
1,0,1,0,0,0,6,15.5,-92.7,BLUE
1,0,0,1,0,0,6,16.316,122.067,RED
1,0,0,1,0,0,7,41.86,32.463,BLUE
1,0,0,1,0,0,5,39.2,44.3,YELLOW
1,0,0,1,0,0,7,34.158,59.083,RED
1,0,0,0,1,0,6,37.702,13.033,RED
1,0,1,0,0,0,5,12.1,-86.2,RED
1,0,0,0,0,1,7,-41.659,172.02,GREEN
1,0,1,0,0,0,7,-5.61,-77.086,BLUE
1,0,0,1,0,0,6,37.1,57.9,YELLOW
1,0,1,0,0,0,7,-11.841,-75.051,RED
1,0,0,1,0,0,7,38.515,28.546,ORANGE
1,0,0,0,0,1,7,-4.999,145.396,BLUE
1,0,0,1,0,0,7,37.733,55.885,RED
1,0,1,0,0,0,7,-4.026,-80.542,BLUE
1,0,0,1,0,0,7,15.791,121.63,BLUE
1,0,0,1,0,0,7,39.098,29.57,RED
1,0,0,0,1,0,5,42.5,11.8,BLUE
1,0,0,1,0,0,6,37.6,29.8,ORANGE
1,0,0,1,0,0,7,38.934,40.653,RED
1,0,1,0,0,0,7,34.416,-118.37,ORANGE
1,0,0,1,0,0,7,28.415,52.765,RED
1,0,0,0,1,0,5,43.8,13.3,GREEN
1,0,1,0,0,0,6,12.184,-86.223,RED
1,0,0,1,0,0,6,36,73.4,ORANGE
1,0,1,0,0,0,6,-6.855,-76.726,BLUE
1,0,1,0,0,0,8,18.481,-102.996,ORANGE
1,0,1,0,0,0,7,18.267,-96.598,RED
1,0,0,1,0,0,7,13.372,122.787,BLUE
1,0,0,1,0,0,7,34.522,138.74,BLUE
1,0,0,1,0,0,6,35.1,72.9,RED
1,0,1,0,0,0,8,-12.265,-77.795,ORANGE
0,0,0,0,0,1,8,-7.104,155.152,RED
1,0,0,1,0,0,7,38.474,40.723,RED
1,0,0,1,0,0,8,6.262,124.023,RED
1,0,0,1,0,0,6,33.8,59.15,BLUE
1,0,0,0,1,0,6,66.157,-16.582,GREEN
1,0,0,0,1,0,7,46.356,13.275,RED
1,0,0,0,1,0,7,46.356,13.275,BLUE
1,0,0,0,0,1,8,-28.427,-177.657,BLUE
1,0,0,0,1,0,7,40.381,63.472,BLUE
1,0,0,1,0,0,5,41.13,43.01,GREEN
1,0,0,1,0,0,5,37.7,28.89,GREEN
1,0,0,1,0,0,7,39.121,44.029,RED
1,0,0,0,0,1,7,-9.828,160.323,YELLOW
1,0,0,1,0,0,7,27.609,56.393,RED
1,0,0,1,0,0,6,31.98,50.68,RED
1,0,0,1,0,0,5,38.934,44.38,GREEN
1,0,0,1,0,0,5,27.69,56.57,GREEN
1,0,0,1,0,0,6,30.95,56.47,RED
1,0,0,1,0,0,7,16.773,122.327,GREEN
1,0,0,0,1,0,8,45.772,26.761,RED
1,0,0,0,0,1,7,-22.878,-175.9,GREEN
1,0,0,1,0,0,5,38.56,40.02,BLUE
1,0,0,1,0,0,7,34.809,139.259,BLUE
1,0,0,0,1,0,6,38.391,15.066,GREEN
1,0,0,1,0,0,8,38.19,142.028,BLUE
1,0,0,1,0,0,6,16.4,43.5,RED
1,0,1,0,0,0,7,10.5,-68,ORANGE
1,0,0,0,1,0,6,42.1,21.3,RED
1,1,0,0,0,0,7,42.1,21.3,BLUE
1,0,1,0,0,0,7,10.559,-67.33,RED
1,0,0,0,1,0,7,42,21.28,GREEN
1,0,0,0,1,0,5,42.1,19.3,GREEN
1,0,0,0,1,0,6,44.9,17.3,BLUE
1,1,0,0,0,0,6,-33.268,19.386,GREEN
1,0,0,0,1,0,6,48.29,9.01,GREEN
1,0,1,0,0,0,5,14.321,-90.082,GREEN
1,0,1,0,0,0,8,1.598,-79.358,RED
1,0,0,0,1,0,7,42.096,19.209,YELLOW
1,0,0,1,0,0,5,31.452,119.241,YELLOW
1,0,0,1,0,0,6,41.145,108.129,YELLOW
1,0,1,0,0,0,7,4.805,-76.217,ORANGE
0,0,0,0,1,0,7,43.7,7.25,BLUE
1,1,0,0,0,0,7,36.195,1.354,RED
1,0,0,0,1,0,7,38.815,-27.78,ORANGE
1,0,1,0,0,0,6,-1.948,-80.017,GREEN
1,0,0,0,1,0,6,39.203,22.729,GREEN
1,0,1,0,0,0,5,8.117,-72.527,GREEN
1,0,0,0,1,0,6,39.481,20.699,GREEN
1,0,0,1,0,0,7,30.927,101.098,RED
1,0,0,0,1,0,7,38.222,22.934,BLUE
1,0,0,1,0,0,7,36.148,69.011,RED
1,0,0,0,1,0,6,40.883,19.59,GREEN
1,0,0,1,0,0,6,31.907,99.931,GREEN
1,0,1,0,0,0,5,14.53,87.72,GREEN
1,0,1,0,0,0,7,9.652,-83.688,GREEN
1,0,0,1,0,0,7,34.01,71.4,BLUE
1,0,0,0,1,0,5,50.37,5.31,GREEN
1,0,1,0,0,0,7,-26.535,-70.563,GREEN
1,0,0,1,0,0,5,35.206,115.213,YELLOW
1,0,1,0,0,0,5,2.461,-76.686,RED
1,0,1,0,0,0,7,8.717,-83.123,GREEN
1,1,0,0,0,0,6,11.866,-13.529,RED
1,0,0,0,1,0,6,38.294,20.262,RED
1,0,0,1,0,0,6,34.26,70.28,GREEN
1,0,1,0,0,0,7,-33.053,-68.467,GREEN
1,0,1,0,0,0,8,-33.135,-71.871,RED
1,0,0,1,0,0,6,25.926,102.871,BLUE
1,0,0,1,0,0,7,39.431,75.224,ORANGE
1,1,0,0,0,0,6,36.46,6.791,BLUE
1,0,1,0,0,0,5,15.299,-90.863,BLUE
1,0,0,0,1,0,5,43.12,25.57,GREEN
1,0,1,0,0,0,5,3.58,62.42,GREEN
1,0,0,1,0,0,6,31.24,86.847,GREEN
1,0,0,0,1,0,6,37.02,22.07,BLUE
1,0,1,0,0,0,5,15.075,92.072,BLUE
1,0,1,0,0,0,7,-19.022,-69.991,GREEN
1,0,1,0,0,0,7,0.151,-77.785,RED
1,0,1,0,0,0,6,-0.978,-78.05,GREEN
1,0,0,1,0,0,6,41.529,79.318,GREEN
1,0,0,1,0,0,5,24.924,115.608,GREEN
1,1,0,0,0,0,4,35.964,1.374,GREEN
1,0,0,0,1,0,6,37.938,20.932,GREEN
1,0,1,0,0,0,7,13.881,-90.45,GREEN
1,0,0,1,0,0,6,24.688,991.57,GREEN
1,0,0,1,0,0,6,38.111,106.336,GREEN
1,0,0,1,0,0,8,22.789,99.611,RED
1,1,0,0,0,0,5,36.443,2.759,RED
1,0,1,0,0,0,6,13.881,-90.45,RED
1,0,0,1,0,0,6,32.14,49.65,YELLOW
1,0,1,0,0,0,8,16.01,-96.591,GREEN
1,0,0,1,0,0,8,-1.679,136.04,GREEN
0,0,0,1,0,0,8,8.8,123.5,RED
1,0,0,1,0,0,6,8.21,115.95,YELLOW
1,0,0,1,0,0,6,-7.656,108.252,BLUE
1,0,0,1,0,0,7,-3.299,102.712,GREEN
1,0,0,1,0,0,6,-8.39,115.889,YELLOW
1,0,0,1,0,0,7,33.897,59.472,RED
1,0,0,1,0,0,7,33.918,59.741,RED
1,0,0,1,0,0,7,33.962,59.726,BLUE
1,0,0,0,1,0,6,42.812,13.061,GREEN
1,0,1,0,0,0,8,17.813,-101.276,GREEN
1,0,1,0,0,0,7,-16.39,-72.658,BLUE
1,0,0,1,0,0,7,-16.39,-72.658,BLUE
1,0,0,1,0,0,6,32.913,75.633,BLUE
1,0,0,1,0,0,6,34.587,50.652,BLUE
1,0,0,1,0,0,5,34.503,50.59,GREEN
1,0,0,1,0,0,6,35.4,51.26,BLUE
1,0,0,0,1,0,7,40.914,15.366,RED
1,0,0,1,0,0,6,35.45,139.964,GREEN
1,0,1,0,0,0,6,32.2,-115.122,GREEN
1,0,1,0,0,0,7,18.211,-98.24,ORANGE
1,0,0,1,0,0,7,29.598,81.092,ORANGE
1,0,1,0,0,0,5,-13.347,-74.545,GREEN
1,0,0,1,0,0,7,-4.576,139.232,RED
1,0,0,1,0,0,6,35.693,73.594,RED
1,0,0,1,0,0,7,29.913,57.715,RED
1,0,0,1,0,0,7,30.013,57.794,RED
1,0,0,0,1,0,5,37.67,12.47,RED
1,0,0,0,1,0,5,41.051,14.601,BLUE
1,0,1,0,0,0,7,18.048,-102.084,GREEN
1,0,0,1,0,0,4,29.856,66.962,GREEN
1,0,1,0,0,0,5,-13.166,-74.522,GREEN
1,0,1,0,0,0,5,-13.144,-74.376,GREEN
1,0,0,1,0,0,6,-8.405,123.08,BLUE
1,0,1,0,0,0,7,13.332,-89.387,BLUE
1,0,0,1,0,0,5,4.374,97.755,BLUE
1,0,0,1,0,0,7,42.158,142.361,RED
1,0,0,0,1,0,7,42.158,142.361,RED
1,0,0,0,1,0,4,43.164,12.586,RED
1,0,1,0,0,0,7,16.558,-98.358,GREEN
1,0,1,0,0,0,6,-12.69,-76.065,GREEN
1,0,0,0,1,0,6,50.21,18.51,GREEN
1,0,0,1,0,0,7,18.231,120.86,BLUE
1,0,0,1,0,0,5,35.953,52.264,BLUE
1,0,0,1,0,0,5,35.5,139.07,GREEN
0,0,0,1,0,0,8,40.462,139.102,RED
1,0,0,1,0,0,7,5.723,94.722,RED
1,0,0,1,0,0,6,36.948,49.18,GREEN
1,0,0,0,1,0,6,40.5,14.15,GREEN
1,0,0,1,0,0,7,36.372,70.738,BLUE
1,0,1,0,0,0,5,-4.843,-78.103,GREEN
1,0,0,0,0,1,6,5.392,151.868,GREEN
1,0,0,1,0,0,7,36.39,138.1,BLUE
1,0,0,1,0,0,7,32.5,130.42,BLUE
1,0,0,1,0,0,6,2.41,118.55,GREEN
1,0,0,1,0,0,5,1.3,98,GREEN
1,0,0,1,0,0,6,24.4,92.34,BLUE
1,0,0,0,1,0,6,43.07,12.23,BLUE
1,0,0,0,1,0,5,42.1,13.5,GREEN
1,0,0,0,1,0,5,37.31,15.06,GREEN
1,0,0,1,0,0,7,34.07,71.15,GREEN
1,0,0,1,0,0,6,-4.13,136.049,GREEN
1,0,0,1,0,0,5,28.399,52.997,GREEN
1,0,1,0,0,0,8,18.19,-102.533,RED
1,0,0,1,0,0,7,36.19,70.896,GREEN
1,0,1,0,0,0,6,-9.159,-78.887,GREEN
1,0,0,1,0,0,7,7.758,123.544,GREEN
1,0,0,0,0,1,7,-5.599,151.045,GREEN
1,0,0,0,0,1,7,4,142,GREEN
1,0,0,1,0,0,5,32.128,76.374,GREEN
1,0,0,1,0,0,6,29.962,51.582,GREEN
1,0,0,1,0,0,6,29.985,51.623,GREEN
1,0,0,1,0,0,5,27.727,66.65,GREEN
1,0,1,0,0,0,6,13.32,71.57,BLUE
1,0,1,0,0,0,5,9.505,77.512,GREEN
1,0,1,0,0,0,8,13.4,89.1,RED
1,0,0,1,0,0,7,-8.247,124.155,RED
1,0,0,0,0,1,7,-6.088,147.689,GREEN
1,0,0,1,0,0,6,2.244,98.866,GREEN
1,0,0,1,0,0,5,34.076,48.266,GREEN
1,0,0,1,0,0,6,35.38,140.214,GREEN
1,0,1,0,0,0,7,33.015,-115.852,GREEN
1,0,0,0,0,1,7,-37.965,176.765,GREEN
1,0,0,1,0,0,6,29.974,51.679,GREEN
1,0,0,1,0,0,6,30.89,50.194,GREEN
1,0,0,1,0,0,7,26.755,86.616,RED
1,0,0,1,0,0,5,36.69,39.79,RED
1,0,0,0,1,0,7,42.096,19.209,RED
1,0,0,0,1,0,6,42.255,18.752,RED
1,0,0,0,1,0,6,43.294,20.837,RED
1,0,1,0,0,0,5,8.045,-72.441,RED
1,0,0,0,1,0,6,44.849,17.312,RED
1,0,0,1,0,0,6,14.701,44.379,RED
1,0,1,0,0,0,6,19.43,-155.454,RED
1,0,0,0,1,0,5,39.042,48.714,RED
1,0,0,1,0,0,7,40.33,42.187,RED
1,0,1,0,0,0,5,36.219,-120.317,RED
1,0,1,0,0,0,5,43.974,-113.916,GREEN
1,0,0,0,1,0,5,41.959,21.54,BLUE
1,0,0,0,1,0,7,41.959,21.54,BLUE
1,0,0,1,0,0,7,40.89,42.22,GREEN
1,0,0,1,0,0,5,40.55,42.4,GREEN
1,0,0,0,1,0,7,36.19,70.896,GREEN
1,0,0,0,1,0,6,40.301,69.823,BLUE
1,0,0,1,0,0,4,40.31,42.307,BLUE
1,0,0,0,1,0,5,41.581,22.254,BLUE
1,0,0,0,1,0,6,26,46.5,GREEN
1,0,0,0,1,0,6,41.431,43.737,GREEN
1,0,0,1,0,0,6,37.993,37.806,BLUE
1,0,0,1,0,0,6,37.931,28.574,BLUE
1,0,0,1,0,0,6,37.931,28.574,BLUE
1,0,1,0,0,0,6,32.978,117.858,BLUE
1,0,1,0,0,0,6,32.978,117.858,GREEN
1,0,1,0,0,0,6,10.77,69.428,GREEN
1,0,1,0,0,0,6,34.061,-118.079,GREEN
1,0,1,0,0,0,7,33.013,115.838,GREEN
1,1,0,0,0,0,7,3.02,30.56,GREEN
1,0,0,0,1,0,6,41.246,19.63,GREEN
1,1,0,0,0,0,6,36.788,2.448,BLUE
1,0,0,0,0,1,5,-32.967,151.619,BLUE
1,0,0,1,0,0,5,21.861,89.763,GREEN
1,0,0,1,0,0,6,29.987,99.195,GREEN
1,0,0,1,0,0,5,39.893,113.884,BLUE
1,0,0,1,0,0,6,23.553,99.526,GREEN
1,0,0,1,0,0,5,29.882,106.804,GREEN
1,0,0,1,0,0,6,31.583,102.433,GREEN
1,0,1,0,0,0,5,0.259,78.449,GREEN
1,0,0,0,1,0,7,45.841,26.668,GREEN
1,0,0,1,0,0,6,37.001,103.863,GREEN
1,0,0,1,0,0,7,35.986,100.245,RED
1,0,1,0,0,0,6,9.869,84.302,GREEN
1,0,1,0,0,0,7,9.919,84.808,GREEN
1,0,0,0,0,1,7,22.122,175.163,GREEN
1,0,0,0,0,1,6,21.363,176.582,GREEN
1,0,0,1,0,0,5,37.457,68.273,BLUE
1,0,1,0,0,0,6,9.685,83.073,YELLOW
1,0,0,1,0,0,6,38.993,70.423,RED
1,0,0,1,0,0,7,40.3,78.9,RED
1,0,0,1,0,0,6,39.8,173.9,GREEN
1,0,1,0,0,0,7,3.554,77.442,GREEN
1,0,1,0,0,0,5,9.59,84.04,GREEN
1,0,1,0,0,0,6,9.542,82.418,GREEN
1,0,1,0,0,0,7,7.123,7.887,BLUE
1,0,0,1,0,0,6,33.377,71.317,BLUE
1,0,0,0,1,0,6,51.153,5.798,BLUE
1,0,0,1,0,0,7,29.41,91.1,BLUE
1,0,1,0,0,0,7,19.9,77.5,BLUE
1,0,0,0,1,0,6,51.153,5.798,GREEN
1,1,0,0,0,0,5,36.5,3,GREEN
1,1,0,0,0,0,6,29.888,31.223,RED
1,0,0,1,0,0,6,23.027,101.062,RED
1,0,0,1,0,0,5,23.027,101.062,RED
1,0,1,0,0,0,6,6.47,-71.21,GREEN
1,0,1,0,0,0,4,9.59,84.04,GREEN
1,0,1,0,0,0,8,13.841,67.553,GREEN
1,0,1,0,0,0,6,30,76.2,RED
1,0,0,1,0,0,6,37,67,RED
1,0,0,0,0,1,7,-10.199,160.855,GREEN
1,0,0,1,0,0,6,-4.511,139.022,RED
1,0,0,1,0,0,6,30.96,51.421,RED
1,0,0,0,1,0,5,38.465,68.694,RED
1,0,0,1,0,0,5,1.031,126.189,RED
1,0,0,1,0,0,6,-8.081,125.129,RED
1,0,0,1,0,0,6,30.167,50.921,ORANGE
1,0,1,0,0,0,7,16.773,-99.328,GREEN
1,1,0,0,0,0,6,13.45,34.29,GREEN
1,0,0,1,0,0,6,3.908,97.457,GREEN
1,0,0,1,0,0,8,15.658,121.227,RED
1,1,0,0,0,0,7,5.041,32.109,RED
1,0,0,1,0,0,7,9.725,124.625,GREEN
1,0,1,0,0,0,7,-6.016,-77.229,RED
1,0,0,0,1,0,5,52.314,2.985,RED
1,0,0,0,1,0,6,40.9,22.5,GREEN
1,0,0,0,1,0,5,38,23.44,GREEN
1,0,0,1,0,0,8,1.186,122.857,GREEN
1,0,0,1,0,0,6,9.904,101.12,GREEN
